"title","artist","year","num_words","id","duration_ms","popularity","danceability","energy","loudness","valence","tempo"
"DON'T YOU WANT ME","Human League","1982","360","3L7RtEcu1Hw3OXrpnthngx","236920","74","0.731","0.738","-8.125","0.958","117.656"
"ABRACADABRA","Steve Miller Band","1982","237","2E2ZVy2fxslpAUgbb4zu84","308373","54","0.791","0.535","-13.261","0.963","127.488"
"TAINTED LOVE","Soft Cell","1982","230","58E1XVmZTODC67YNjneuXM","153840","68","0.542","0.45","-9.931","0.626","144.437"
"I CAN'T GO FOR THAT","Daryl Hall","1982","344","41dDygR3r7e926oGUXfrLt","307306","62","0.889","0.441","-9.506","0.963","110.565"
"WAITING FOR A GIRL LIKE YOU","Foreigner","1982","312","2OgVsp77En2nju8pnCieVU","292066","69","0.33","0.469","-9.286","0.433","201.327"
"DON'T TALK TO STRANGERS","Rick Springfield","1982","303","1syhTK7LlvpeWdZNsZARP0","180360","51","0.8","0.712","-9.472","0.667","123.211"
"ALWAYS ON MY MIND","Willie Nelson","1982","156","2xYQTU2bbg6WVAmpY1eae4","212666","61","0.518","0.261","-13.868","0.2","73.336"
"SHAKE IT UP","Cars","1982","312","5OWokvF4QOqMDQ8ByQsm6V","215440","50","0.692","0.74","-7.466","0.864","147.274"
"LET IT WHIP","Dazz Band","1982","476","3h5IJ0EzVpkiaoL174GC3M","287000","54","0.829","0.886","-4.456","0.928","132.09"
"WE GOT THE BEAT","Go-Go's","1982","238","5kz9GDBTX846OXwqWoyKzF","153133","53","0.587","0.994","-5.61","0.481","151.941"
"THE OTHER WOMAN","Ray Parker Jr.","1982","308","7ubq5fqmcPhfg1Q8s3HbbA","247960","37","0.909","0.544","-11.692","0.962","125.918"
"TURN YOUR LOVE AROUND","George Benson","1982","302","6a899bXlCuViXW2Qs8Rdqo","230106","53","0.627","0.385","-13.655","0.766","205.726"
"SWEET DREAMS","Air Supply","1982","333","3sVAq83i04vSLVRNXWKfMO","236786","47","0.379","0.466","-6.856","0.327","126.223"
"ONLY THE LONELY","Motels","1982","134","1BZMMt9H0TheQGWQy44KmO","196200","48","0.649","0.313","-16.631","0.708","115.493"
"WHO CAN IT BE NOW?","Men At Work","1982","212","29r3fDexnrto7WABfpblNH","203266","60","0.807","0.83","-4.04","0.954","128.501"
"HOLD ME","Fleetwood Mac","1982","206","4kRMsLX7bJqjIfK44qJ9h6","225333","57","0.709","0.571","-13.25","0.779","124.739"
"EYE IN THE SKY","Alan Parsons Project","1982","317","39qYD4J4BKvZMQgxfXl5bv","276280","67","0.823","0.417","-12.643","0.522","111.928"
"LET'S GROOVE","Earth, Wind and Fire","1982","371","3koCCeSaVUyrRo3N2gHrd8","339320","72","0.869","0.648","-8.698","0.9","125.035"
"OPEN ARMS","Journey","1982","147","2w4EpqGasrz9qdTwocx54t","202173","69","0.405","0.21","-13.214","0.174","100.577"
"LEADER OF THE BAND","Dan Fogelberg","1982","290","3O4s2m47MFhnGqmpkjoKYk","256399","60","0.628","0.159","-14.363","0.505","135.003"
"LEATHER AND LACE","Stevie Nicks","1982","262","2npStoMbQxG1LcIeF4PZrj","229226","59","0.553","0.398","-11.67","0.392","76.074"
"EVEN THE NIGHTS ARE BETTER","Air Supply","1982","290","09bRmFRViBORKQ2miwp04P","237106","64","0.434","0.507","-10.422","0.236","115.309"
"TAKE IT EASY ON ME","Little River Band","1982","278","0UPJDZxXDPp7YR8hLt9CSo","223840","39","0.407","0.537","-10.4","0.285","122.356"
"THAT GIRL","Stevie Wonder","1982","436","5bJUVGBWeE71LLu8PXkzA1","314520","43","0.788","0.679","-9.554","0.897","106.946"
"PRIVATE EYES","Daryl Hall and John Oates","1982","194","5HQ639Z3ms3hnZx0KfWnkp","217200","64","0.85","0.938","-6.889","0.84","120.826"
"TROUBLE","Lindsey Buckingham","1982","153","04ijIUVdT4Qy1SBWFUPROY","236533","50","0.695","0.503","-12.91","0.969","124.113"
"MAKING LOVE","Roberta Flack","1982","127","1UpKK7U9ow2K1G6qNw9wnW","223946","34","0.428","0.0204","-25.487","0.0521","139.537"
"YOUNG TURKS","Rod Stewart","1982","357","5n1amEDwVKucAGMqePk9yN","302413","51","0.641","0.821","-8.783","0.705","161.143"
"KEEP THE FIRE BURNIN'","REO Speedwagon","1982","303","7sFcJVrWPU9irTtQb9usn0","235640","35","0.485","0.863","-6.037","0.793","104.469"
"DO YOU BELIEVE IN LOVE","Huey Lewis and The News","1982","241","43LjRHyyetSWnPpW7CWThG","209000","55","0.547","0.636","-10.948","0.816","114.061"
"LOVE IN THE FIRST DEGREE","Alabama","1982","257","1rkpNfn7l4PcAreJwht9JO","199200","44","0.626","0.411","-11.162","0.665","103.369"
"WASTED ON THE WAY","Crosby, Stills and Nash","1982","193","42TFhl9RznJZi5Xcd2PZDb","172666","42","0.551","0.501","-13.87","0.811","153.851"
"THINK I'M IN LOVE","Eddie Money","1982","260","6mJQe0vTIojlxwyMwwy6YR","188533","52","0.486","0.83","-10.815","0.652","151.869"
"PERSONALLY","Karla Bonoff","1982","178","3sgT82L2JLu7LUlwr9MfrK","216200","24","0.746","0.461","-10.229","0.694","104.1"
"BLUE EYES","Elton John","1982","127","4PFhHd7DsNg0ke9Nmlxms5","206266","53","0.52","0.216","-17.097","0.165","106.633"
"OUR LIPS ARE SEALED","Go-Go's","1982","186","1GVnAD8Iz45rux6EC657Yv","167960","54","0.607","0.864","-7.101","0.947","131.203"
"YOU CAN DO MAGIC","America","1982","285","5dXED6MP1v1qghkaniirb1","237466","58","0.86","0.568","-12.516","0.936","129.721"
"DID IT IN A MINUTE","Daryl Hall and John Oates","1982","484","6hHf43J8jIXM0q9DOZCYmp","218093","39","0.767","0.633","-10.06","0.921","132.253"
"I RAN","A Flock Of Seagulls","1982","185","10zlwR7kvVbD9OBkeZWr3L","219906","55","0.537","0.815","-6.208","0.691","145.424"
"SOMEBODY'S BABY","Jackson Browne","1982","268","4SlCb8n5Jw52astU7GWPyV","262733","59","0.741","0.742","-7.822","0.889","116.951"
"OH NO","Commodores","1982","127","4t374JpKYq4OGTUoJ4PVwm","184306","41","0.45","0.178","-17.035","0.404","171.388"
"TAKE IT AWAY","Paul McCartney","1982","238","3Zl0tZ2K1LgnJTyEaI1M6N","243666","25","0.619","0.627","-9.832","0.849","134.734"
"LOVE WILL TURN YOU AROUND","Kenny Rogers","1982","259","1M2a5TNHqmr2zXZZcB7xTe","221193","44","0.64","0.44","-15.938","0.613","86.952"
"DON'T STOP BELIEVIN'","Journey","1982","196","4bHsxqR3GMrXTxEPLuK5ue","250986","79","0.5","0.748","-9.072","0.514","118.852"
"COMIN' IN AND OUT OF YOUR LIFE","Barbra Streisand","1982","203","1ewTd6py4ifeRxoFH0HXlu","248666","26","0.305","0.295","-14.085","0.185","139.8"
"GLORIA","Laura Branigan","1982","269","15ob9SMGLWrexuPuyuMjKl","295066","68","0.775","0.866","-3.598","0.876","131.34"
"EMPTY GARDEN","Elton John","1982","368","01PjrDX13iIjeHc5iJZmb3","308200","47","0.664","0.36","-13.451","0.213","109.194"
"YESTERDAY'S SONGS","Neil Diamond","1982","105","3glEfPyWNkYFl3Y5tCLLBU","168306","25","0.529","0.663","-6.957","0.346","96.219"
"CRIMSON AND CLOVER","Joan Jett and The Blackhearts","1982","83","4do0Z0rHdFUV3RSMxMQsdq","197493","53","0.181","0.772","-5.201","0.607","166.741"
"EVERY LITTLE THING SHE DOES IS MAGIC","Police","1982","367","5pDmunv6G71w7NSjOPXbYw","260573","65","0.535","0.745","-10.123","0.376","163.913"
"HERE I AM","Air Supply","1982","257","38mMrNPAJKXMBK2l9actEA","230400","54","0.344","0.466","-8.453","0.132","137.974"
"I KEEP FORGETTIN'","Michael McDonald","1982","284","5GvWrvLIqoHroq7YvO260M","222280","61","0.734","0.485","-13.865","0.933","95.321"
"GET DOWN ON IT","Kool and The Gang","1982","762","4yKZACkuudvfd600H2dQie","212906","68","0.879","0.626","-6.344","0.968","110.864"
"ANY DAY NOW","Ronnie Milsap","1982","177","35ffrwjDSwCLzRiQrtO1DB","222426","41","0.663","0.561","-7.971","0.605","102.911"
"MAKE A MOVE ON ME","Olivia Newton-John","1982","230","0M7M2MLKRkzKd79zLviM8q","196640","31","0.763","0.738","-7.518","0.596","122.219"
"VACATION","Go-Go's","1982","188","1vJOi8S2MSq3jZsni1gm4x","179026","49","0.547","0.753","-10.834","0.881","156.988"
"SHOULD I DO IT","Pointer Sisters","1982","144","4aloxog6eatkPa34BFmj8G","231600","28","0.666","0.803","-4.636","0.75","130.443"
"HOT IN THE CITY","Billy Idol","1982","214","5LeDMHIZ5YDZ2b1VOcYVcG","219133","51","0.66","0.897","-5.558","0.67","111.193"
"KIDS IN AMERICA","Kim Wilde","1982","297","02SQcBSULnUUm3QHxbF8H9","205640","54","0.565","0.853","-2.333","0.338","159.332"
"MAN ON YOUR MIND","Little River Band","1982","333","7fsAiUOy63nKXmEyALsbFE","246413","43","0.801","0.64","-10.365","0.954","113.248"
"WAITING ON A FRIEND","Rolling Stones","1982","181","4Wd9pEtEnZNDjgiswGOpJb","274226","56","0.61","0.791","-5.982","0.911","116.946"
"WORKING FOR THE WEEKEND","Loverboy","1982","197","35k31HZI4z9PbBOioaI4dZ","221000","66","0.515","0.766","-12.768","0.774","146.911"
"ARTHUR'S THEME","Christopher Cross","1982","227","5fnOrhQ4KgT5irGCjIccGH","234493","70","0.526","0.515","-11.169","0.518","136.543"
"THROUGH THE YEARS","Kenny Rogers","1982","266","4pP5xVUYEZljcmfyYFQXsx","286066","59","0.587","0.393","-11.455","0.271","131.266"
"EDGE OF SEVENTEEN","Stevie Nicks","1982","479","2id8E4WvczfKHB4LHI7Np3","329680","68","0.59","0.828","-6.28","0.636","111.353"
"BETTE DAVIS EYES","Kim Carnes","1981","236","0odIT9B9BvOCnXfS0e4lB5","228000","73","0.675","0.649","-10.271","0.596","116.624"
"ENDLESS LOVE","Diana Ross","1981","205","0FGxAEMIE5GhyFqFMHRWaO","266266","63","0.456","0.332","-9.775","0.237","93.633"
"LADY","Kenny Rogers","1981","182","5Pj5zrq2nbKcAekH1AxbrO","231866","57","0.362","0.183","-16","0.2","136.646"
"JESSIE'S GIRL","Rick Springfield","1981","288","5RsUlxLto4NZbhJpqJbHfN","194120","70","0.727","0.832","-5.851","0.822","131.703"
"CELEBRATION","Kool and The Gang","1981","323","0CUEc6T65lrU6rVW3HVYsl","221093","67","0.829","0.839","-5.251","0.96","121.589"
"KISS ON MY LIST","Daryl Hall and John Oates","1981","387","7cDzJyC95jtGO9zAeZsWOg","264986","60","0.815","0.741","-9.478","0.965","121.221"
"I LOVE A RAINY NIGHT","Eddie Rabbitt","1981","338","0zvNHIL7ci0ZzIoWU6RO2u","191066","58","0.685","0.718","-7.724","0.958","131.463"
"9 TO 5","Dolly Parton","1981","360","4w3tQBXhn5345eUXDGBWZG","162466","77","0.554","0.783","-5.852","0.813","105.39"
"KEEP ON LOVING YOU","REO Speedwagon","1981","203","4rcHWl68ai6KvpXlc8vbnE","200293","70","0.306","0.722","-5.963","0.41","174.732"
"MORNING TRAIN","Sheena Easton","1981","294","6CEKntwndUlmWhSRflWA5X","200973","52","0.797","0.511","-10.618","0.804","121.874"
"BEING WITH YOU","Smokey Robinson","1981","317","5khAYmr8HHFwI3sp0Lw9wp","246960","54","0.649","0.434","-9.529","0.572","108.754"
"RAPTURE","Blondie","1981","375","6F2vo4sxRNQ58VYe3pdiaL","299373","51","0.724","0.704","-8.258","0.96","107.486"
"A WOMAN NEEDS LOVE","Ray Parker Jr.","1981","352","0DEwNI2DgasX1eprqCivJk","249053","46","0.744","0.376","-14.937","0.696","91.113"
"THE TIDE IS HIGH","Blondie","1981","240","165NAtd2DRPKNQ6EVY0VG9","233893","51","0.778","0.667","-7.273","0.964","96.954"
"JUST THE TWO OF US","Grover Washington Jr.","1981","229","1ko2lVN0vKGUl9zrU0qSlT","237106","64","0.803","0.488","-9.303","0.624","95.771"
"SLOW HAND","Pointer Sisters","1981","319","3fvDLsiTHPQNgzuMd3Mpb5","231960","46","0.826","0.558","-7.766","0.359","110.77"
"I LOVE YOU","Climax Blues Band","1981","209","3VyJPsb2ucaaVptLSDpJNH","245452","48","0.559","0.446","-8.805","0.239","131.792"
"WOMAN","John Lennon","1981","164","0GGxVTb0UwDwdaKNjBdCn3","212933","72","0.588","0.656","-6.373","0.746","79.701"
"THE WINNER TAKES IT ALL","ABBA","1981","279","2HeTmGTjl870ucJ8mF7zl5","294733","60","0.457","0.785","-6.783","0.522","126.947"
"LOVE ON THE ROCKS","Neil Diamond","1981","222","6XNGIaXv2xljDcxQ99p65f","217893","47","0.294","0.206","-17.025","0.163","62.156"
"EVERY WOMAN IN THE WORLD","Air Supply","1981","170","6OxnToSgslbtjJuNSKSdDQ","209600","56","0.39","0.312","-16.918","0.361","156.334"
"THE ONE THAT YOU LOVE","Air Supply","1981","318","3FDAd5vW4P7xe1GBNOLyfD","259000","57","0.396","0.479","-8.072","0.184","109.973"
"GUILTY","Barbra Streisand","1981","366","60mGckXEG1EzR4VmjYLfEW","264333","64","0.626","0.425","-15.656","0.952","150.875"
"THE BEST OF TIMES","Styx","1981","257","7GRUpcvSQM9HrnC2CjYPG4","257866","51","0.352","0.327","-11.853","0.354","80.027"
"ELVIRA","Oak Ridge Boys","1981","155","0mG66FLhO0iZ6XCAGdjpax","225626","56","0.825","0.274","-17.42","0.775","127.299"
"TAKE IT ON THE RUN","REO Speedwagon","1981","303","5gys5nzVQIYhgHIfiOJYva","239680","63","0.371","0.758","-5.679","0.452","77.81"
"LIVING INSIDE MYSELF","Gino Vannelli","1981","206","6IAh4MjV3GRkvIHrCbUFWY","263226","43","0.409","0.428","-13.195","0.04","119.941"
"WOMAN IN LOVE","Barbra Streisand","1981","258","1pTGc8pwyo6xtgXBKCBcFn","231840","66","0.469","0.278","-16.311","0.331","169.735"
"BOY FROM NEW YORK CITY","Manhattan Transfer","1981","291","789rrmLbXaEeyqMXmPTm7P","221000","37","0.708","0.504","-12.752","0.652","152.216"
"URGENT","Foreigner","1981","270","08onVqQ8YicJ98Ycm1qoLf","271200","57","0.855","0.803","-5.849","0.962","114.867"
"PASSION","Rod Stewart","1981","405","0vZCwj0Mq5uS8GwSIYo6Y7","333200","37","0.692","0.525","-12.691","0.0879","103.679"
"LADY","Commodores","1981","258","5Pj5zrq2nbKcAekH1AxbrO","231866","57","0.362","0.183","-16","0.2","136.646"
"CRYING","Don Mclean","1981","147","3oL9W9aHlMfCyd1dEBh87L","222693","43","0.313","0.398","-10.889","0.236","145.973"
"IT'S MY TURN","Diana Ross","1981","316","0Hb2lKzzpKK4VxwER1fF25","236026","45","0.355","0.445","-10.221","0.357","76.093"
"YOU MAKE MY DREAMS","Daryl Hall and John Oates","1981","242","4o6BgsqLIBViaGVbx5rbRk","190626","79","0.751","0.501","-12.151","0.902","167.058"
"I DON'T NEED YOU","Kenny Rogers","1981","171","2FOIK633FgeVKWGl4bjSZU","208866","39","0.501","0.3","-14.475","0.309","135.195"
"HIT ME WITH YOUR BEST SHOT","Pat Benatar","1981","195","0vOkmmJEtjuFZDzrQSFzEE","171266","65","0.741","0.58","-9.05","0.944","127.402"
"TIME","Alan Parsons Project","1981","132","48yJZwYYDZX5GKFND7wDfC","314640","51","0.345","0.35","-12.701","0.108","143.09"
"HUNGRY HEART","Bruce Springsteen","1981","170","1KsI8NEeAna8ZIdojI3FiT","199453","68","0.641","0.894","-7.41","0.972","109.823"
"MORE THAN I CAN SAY","Leo Sayer","1981","238","17M1JFSr2eEvo5dQnCIQim","222133","59","0.726","0.506","-12.77","0.72","96.5"
"TOO MUCH TIME ON MY HANDS","Styx","1981","370","4hWUOIDHda9XOb1zDchftP","271266","55","0.795","0.401","-13.588","0.923","130.986"
"WHAT ARE WE DOIN' IN LOVE","Dottie West","1981","242","5sx9pWt1VYrB3Ho6soORtE","179960","42","0.555","0.461","-6.584","0.293","130.421"
"WHO'S CRYING NOW","Journey","1981","167","5IK2FtuC0qmHHam9sWFxUI","300146","58","0.57","0.554","-9.732","0.372","122.135"
"THIS LITTLE GIRL","Gary U.S. Bonds","1981","317","2Go3GgCcMjtZVdLUo2CI63","222706","39","0.505","0.898","-7.511","0.859","145.465"
"GIVING IT UP FOR YOUR LOVE","Delbert McClinton","1981","324","5E2EpolcGmcbYpsv0z6jAZ","226933","30","0.76","0.765","-9.319","0.868","107.602"
"A LITTLE IN LOVE","Cliff Richard","1981","316","6l6hiVkntilDYCAWU954gV","225040","24","0.669","0.589","-13.612","0.912","117.397"
"AMERICA","Neil Diamond","1981","239","5mY04rUWixYG9amFzMJDhI","257600","49","0.554","0.502","-14.807","0.279","126.429"
"ARTHUR'S THEME","Christopher Cross","1981","227","5fnOrhQ4KgT5irGCjIccGH","234493","70","0.526","0.515","-11.169","0.518","136.543"
"GAMES PEOPLE PLAY","Alan Parsons Project","1981","262","2gQsUHVFY4tpXc3AFU2mcS","263106","53","0.723","0.683","-10.517","0.693","132.023"
"I CAN'T STAND IT","Eric Clapton","1981","271","08dOlDgNUJCyDNe7F9Dx37","248413","28","0.856","0.735","-7.643","0.747","120.474"
"WHILE YOU SEE A CHANCE","Steve Winwood","1981","228","3O454S9h7LuY4x6cBpnVDv","313493","59","0.611","0.584","-12.108","0.421","128.575"
"MASTER BLASTER","Stevie Wonder","1981","226","6NjYhDWaI8jKgcSU0ZsJuz","308066","46","0.873","0.427","-14.893","0.966","131.084"
"HELLO AGAIN","Neil Diamond","1981","143","1h9JJkK1rEqMrkuuU4vRSP","243133","51","0.126","0.205","-16.961","0.106","54.028"
"DON'T STAND SO CLOSE TO ME","Police","1981","223","4DIRsQfLk2mfcrIOQNgAlm","242666","56","0.806","0.499","-9.524","0.505","140.337"
"HEY NINETEEN","Steely Dan","1981","169","1tjK9HhmpEfk0ijyIKsoUk","308973","60","0.958","0.364","-11.1","0.758","119.666"
"I AIN'T GONNA STAND FOR IT","Stevie Wonder","1981","337","4bHyimydtSofP9RFMdUCJq","278964","29","0.731","0.426","-15.261","0.772","113.608"
"ALL THOSE YEARS AGO","George Harrison","1981","230","32fKHW6Eac4yBXn9WY7Aic","227320","54","0.555","0.639","-6.832","0.518","125.77"
"STEP BY STEP","Eddie Rabbitt","1981","289","49HfSdzgsXmzbZPMZ560Xn","220706","44","0.63","0.691","-7.563","0.655","76.945"
"THE STROKE","Billy Squier","1981","281","52KvuGmgcgRdrLMXOtda0E","217613","62","0.67","0.591","-6.012","0.8","91.439"
"FEELS SO RIGHT","Alabama","1981","127","692sNw4pzbVzTtsvUGbiD1","217293","42","0.536","0.316","-14.995","0.358","90.498"
"SWEET BABY","Stanley Clarke","1981","247","38705PDjZZVeWxfTRsTlJr","227200","54","0.627","0.368","-14.22","0.258","145.418"
"SAME OLD LANG SYNE","Dan Fogelberg","1981","333","4Vl4sf0EljY8GxAyjqJD6p","320893","44","0.438","0.464","-9.131","0.288","106.937"
"CALL ME","Blondie","1980","229","7HKxTNVlkHsfMLhigmhC0I","212226","64","0.554","0.833","-6.667","0.773","142.673"
"MAGIC","Olivia Newton-John","1980","244","56BSwBKWHYldQOgYLHiehs","271666","40","0.7","0.618","-5.992","0.614","103.816"
"ROCK WITH YOU","Michael Jackson","1980","254","7oOOI85fVQvVnK5ynNMdW7","220626","74","0.808","0.535","-12.521","0.848","114.031"
"DO THAT TO ME ONE MORE TIME","Captain and Tennille","1980","200","0m4jVVZrsv0bLkAr1uM6UG","256666","60","0.728","0.527","-8.223","0.495","90.223"
"COMING UP","Paul McCartney","1980","198","3HCQPIYsCT6JBf79KdYtA4","231880","32","0.817","0.767","-7.194","0.878","128.93"
"FUNKYTOWN","Lipps, Inc.","1980","296","0KQh7AuuZvpTKWhcJa8Pbr","239226","49","0.895","0.453","-13.987","0.257","122.151"
"IT'S STILL ROCK AND ROLL TO ME","Billy Joel","1980","319","64UioB4Nmwgn2f4cbIpAkl","176440","62","0.752","0.684","-7.599","0.539","141.075"
"CARS","Gary Numan","1980","84","6HZ67VImxqr8aMBEEhblzf","238906","64","0.542","0.578","-8.755","0.809","128"
"CRUISIN'","Smokey Robinson","1980","280","2gliw3L0oa4w8LqaHploje","352920","56","0.499","0.637","-5.784","0.815","169.119"
"LITTLE JEANNIE","Elton John","1980","348","7pgAdesi3gGZO8lAyzOTvu","317000","42","0.6","0.373","-16.838","0.805","143.686"
"RIDE LIKE THE WIND","Christopher Cross","1980","201","7gUMShP1l20tC0xf17Zplk","275506","63","0.669","0.707","-13.66","0.806","124.335"
"UPSIDE DOWN","Diana Ross","1980","333","3pbtBomO4Zt5gGiqsYeiBH","245600","55","0.877","0.843","-8.518","0.866","107.848"
"PLEASE DON'T GO","K.C. and The Sunshine Band","1980","183","15519Z2lTXi1D77otTLJ7q","227993","0","0.483","0.445","-13.33","0.599","95.863"
"BABE","Styx","1980","200","5W7YROOF6bFfBexY81LFjt","268733","62","0.262","0.223","-13.604","0.081","171.768"
"WITH YOU I'M BORN AGAIN","Billy Preston","1980","184","7wlPnBfcywEctiVWwCdxvn","220600","37","0.303","0.32","-11.435","0.407","82"
"SHINING STAR","Manhattans","1980","155","4VO88hvgij1NzgmGpV1MPV","279400","51","0.551","0.432","-11.717","0.617","74.513"
"STILL","Commodores","1980","201","2LdtluFBgL8cuSo9nkvJ57","224866","37","0.342","0.0751","-19.393","0.184","124.233"
"SEXY EYES","Dr. Hook","1980","197","6uxGAruWvj6O2hVBBTNITa","177426","57","0.734","0.735","-10.13","0.883","103.862"
"STEAL AWAY","Robbie Dupree","1980","166","4rm1WzJCTpwR3QC0xNjkNP","213973","49","0.724","0.565","-11.485","0.715","122.461"
"BIGGEST PART OF ME","Ambrosia","1980","439","6JHXiRD1QjMK1N6AQEnL04","324040","63","0.498","0.723","-8.053","0.882","153.227"
"THIS IS IT","Kenny Loggins","1980","324","0YO8KsprTrEUEvJevpI7Na","236733","52","0.641","0.497","-12.228","0.743","102.274"
"LET'S GET SERIOUS","Jermaine Jackson","1980","225","1wi8Rilm8ogWIqkL11eDZO","214466","33","0.759","0.781","-9.028","0.922","109.579"
"DON'T FALL IN LOVE WITH A DREAMER","Kenny Rogers","1980","214","6xSrfSM8IvRPzwbC4VjBcg","222066","47","0.575","0.219","-16.678","0.329","79.976"
"SAILING","Christopher Cross","1980","222","6Hu6dzwlvoyg3zBUC8k4BK","256146","66","0.469","0.382","-13.203","0.178","149.994"
"LONGER","Dan Fogelberg","1980","149","56ilrbKJF2bph5W6eZaM5E","195066","57","0.308","0.0427","-24.709","0.383","158.399"
"COWARD OF THE COUNTY","Kenny Rogers","1980","414","0JkIre0YxNmKGMU5V7ZiDx","258733","58","0.651","0.433","-12.843","0.676","91.483"
"TOO HOT","Kool and The Gang","1980","239","0NuYaR56bIWPY01Fwo7hXX","226826","37","0.718","0.533","-11.072","0.681","104.938"
"NO MORE TEARS","Barbra Streisand","1980","477","1wSPm3y4Lk6ABkVxCmwkZx","282493","47","0.634","0.644","-8.234","0.286","135.24"
"MORE LOVE","Kim Carnes","1980","205","4SRAf6doXKEuMJxrHB8ILC","218160","36","0.523","0.529","-10.338","0.682","205.315"
"BRASS IN POCKET","Pretenders","1980","220","1QaJWSCk3UMKLotnPCIHh1","185960","59","0.751","0.703","-5.687","0.907","97.931"
"SEND ONE YOUR LOVE","Stevie Wonder","1980","185","50UvGURiUkyAsWuAxXFclv","259000","38","0.485","0.472","-10.449","0.257","73.233"
"THE SECOND TIME AROUND","Shalamar","1980","348","6yh8yf1jpPrTMA5cezYpbi","223293","42","0.801","0.388","-12.135","0.577","112.367"
"WE DON'T TALK ANYMORE","Cliff Richard","1980","242","3Ug96zKa29P3vICEEcYajZ","257160","49","0.746","0.703","-7.853","0.733","111.569"
"BETTER LOVE NEXT TIME","Dr. Hook","1980","202","2RwLs2dPoY8Tt1FumMvimx","180266","39","0.76","0.66","-10.675","0.885","102.92"
"AGAINST THE WIND","Bob Seger","1980","396","1SWmFiFSIBoDbQJjNKC7SR","333720","62","0.674","0.771","-5.612","0.718","109.618"
"EMOTIONAL RESCUE","Rolling Stones","1980","229","5IATbFZds3cbOx8YxuMuko","339400","54","0.68","0.616","-5.515","0.8","113.412"
"ALL OUT OF LOVE","Air Supply","1980","373","7dQC53NiYOY9gKg3Qsu2Bs","243000","65","0.512","0.262","-16.875","0.357","108.381"
"COOL CHANGE","Little River Band","1980","337","1RaUxP6LHVAgbmLOn2naLl","313320","58","0.388","0.368","-10.984","0.175","128.527"
